date_game,visitor_team_name,home_team_name,visitor_goals,home_goals,overtimes
2018-03-28,Arizona Coyotes,Vegas Golden Knights,3,2,
2018-03-28,New York Rangers,Washington Capitals,2,3,OT
2018-03-29,Tampa Bay Lightning,Boston Bruins,2,4,
2018-03-29,Detroit Red Wings,Buffalo Sabres,6,3,
2018-03-29,Columbus Blue Jackets,Calgary Flames,5,1,
2018-03-29,Winnipeg Jets,Chicago Blackhawks,2,6,
2018-03-29,Arizona Coyotes,Los Angeles Kings,2,4,
2018-03-29,Dallas Stars,Minnesota Wild,2,5,
2018-03-29,Pittsburgh Penguins,New Jersey Devils,4,3,OT
2018-03-29,San Jose Sharks,Nashville Predators,3,5,
2018-03-29,Florida Panthers,Ottawa Senators,2,3,OT
2018-03-29,Edmonton Oilers,Vancouver Canucks,1,2,
2018-03-30,Los Angeles Kings,Anaheim Ducks,1,2,OT
2018-03-30,Chicago Blackhawks,Colorado Avalanche,0,5,
2018-03-30,Toronto Maple Leafs,New York Islanders,5,4,
2018-03-30,Tampa Bay Lightning,New York Rangers,7,3,
2018-03-30,St. Louis Blues,Vegas Golden Knights,3,4,OT
2018-03-30,Carolina Hurricanes,Washington Capitals,4,1,
2018-03-31,St. Louis Blues,Arizona Coyotes,0,6,
2018-03-31,Florida Panthers,Boston Bruins,1,5,
2018-03-31,New York Rangers,Carolina Hurricanes,2,1,
2018-03-31,Edmonton Oilers,Calgary Flames,2,3,
2018-03-31,Minnesota Wild,Dallas Stars,1,4,
2018-03-31,Ottawa Senators,Detroit Red Wings,0,2,
2018-03-31,New York Islanders,New Jersey Devils,3,4,
2018-03-31,Buffalo Sabres,Nashville Predators,7,4,
2018-03-31,Montreal Canadiens,Pittsburgh Penguins,2,5,
2018-03-31,Winnipeg Jets,Toronto Maple Leafs,3,1,
2018-03-31,Columbus Blue Jackets,Vancouver Canucks,4,5,OT
2018-03-31,San Jose Sharks,Vegas Golden Knights,2,3,
2018-04-01,Colorado Avalanche,Anaheim Ducks,3,4,OT
2018-04-01,New Jersey Devils,Montreal Canadiens,2,1,
2018-04-01,Boston Bruins,Philadelphia Flyers,3,4,OT
2018-04-01,Washington Capitals,Pittsburgh Penguins,3,1,
2018-04-01,Nashville Predators,Tampa Bay Lightning,4,1,
2018-04-02,Carolina Hurricanes,Florida Panthers,2,3,
2018-04-02,Colorado Avalanche,Los Angeles Kings,1,3,
2018-04-02,Edmonton Oilers,Minnesota Wild,0,3,
2018-04-02,Winnipeg Jets,Ottawa Senators,6,5,
2018-04-02,Washington Capitals,St. Louis Blues,4,2,
2018-04-02,Buffalo Sabres,Toronto Maple Leafs,2,5,
2018-04-03,Detroit Red Wings,Columbus Blue Jackets,4,5,OT
2018-04-03,Arizona Coyotes,Calgary Flames,4,1,
2018-04-03,Nashville Predators,Florida Panthers,1,2,
2018-04-03,Winnipeg Jets,Montreal Canadiens,5,4,OT
2018-04-03,New York Rangers,New Jersey Devils,2,5,
2018-04-03,Philadelphia Flyers,New York Islanders,4,5,
2018-04-03,Dallas Stars,San Jose Sharks,4,2,
2018-04-03,Boston Bruins,Tampa Bay Lightning,0,4,
2018-04-03,Vegas Golden Knights,Vancouver Canucks,5,4,SO
2018-04-04,Minnesota Wild,Anaheim Ducks,1,3,
2018-04-04,Ottawa Senators,Buffalo Sabres,4,2,
2018-04-04,Chicago Blackhawks,St. Louis Blues,4,3,
2018-04-05,Pittsburgh Penguins,Columbus Blue Jackets,5,4,OT
2018-04-05,Montreal Canadiens,Detroit Red Wings,4,3,
2018-04-05,Vegas Golden Knights,Edmonton Oilers,3,4,
2018-04-05,Boston Bruins,Florida Panthers,2,3,
2018-04-05,Minnesota Wild,Los Angeles Kings,4,5,OT
2018-04-05,Toronto Maple Leafs,New Jersey Devils,1,2,
2018-04-05,New York Rangers,New York Islanders,1,2,
2018-04-05,Carolina Hurricanes,Philadelphia Flyers,3,4,
2018-04-05,Colorado Avalanche,San Jose Sharks,2,4,
2018-04-05,Arizona Coyotes,Vancouver Canucks,3,4,OT
2018-04-05,Calgary Flames,Winnipeg Jets,1,2,
2018-04-05,Nashville Predators,Washington Capitals,4,3,
2018-04-06,Dallas Stars,Anaheim Ducks,3,5,
2018-04-06,St. Louis Blues,Chicago Blackhawks,4,1,
2018-04-06,Ottawa Senators,Pittsburgh Penguins,0,4,
2018-04-06,Buffalo Sabres,Tampa Bay Lightning,5,7,
2018-04-07,Anaheim Ducks,Arizona Coyotes,3,0,
2018-04-07,Ottawa Senators,Boston Bruins,2,5,
2018-04-07,Tampa Bay Lightning,Carolina Hurricanes,2,3,OT
2018-04-07,Vegas Golden Knights,Calgary Flames,1,7,
2018-04-07,St. Louis Blues,Colorado Avalanche,2,5,
2018-04-07,New York Islanders,Detroit Red Wings,4,3,OT
2018-04-07,Vancouver Canucks,Edmonton Oilers,2,3,SO
2018-04-07,Buffalo Sabres,Florida Panthers,3,4,
2018-04-07,Dallas Stars,Los Angeles Kings,4,2,
2018-04-07,Columbus Blue Jackets,Nashville Predators,2,4,
2018-04-07,New York Rangers,Philadelphia Flyers,0,5,
2018-04-07,Minnesota Wild,San Jose Sharks,6,3,
2018-04-07,Montreal Canadiens,Toronto Maple Leafs,2,4,
2018-04-07,Chicago Blackhawks,Winnipeg Jets,1,4,
2018-04-07,New Jersey Devils,Washington Capitals,3,5,
2018-04-08,Florida Panthers,Boston Bruins,4,2,
